"Valor","Data do Recebimento","Status do Débito","Descrição"
"R$ 325,00","14/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","14/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","14/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 180,00","15/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","15/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","15/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","15/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 4,50","15/02/2024","Pago","CAPSULA DE CAFE"
"R$ 42,75","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 87,50","15/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 126,00","15/02/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 180,00","15/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","15/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","15/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","15/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","15/02/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 310,00","15/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","15/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 4,50","15/03/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","15/03/2024","Pago","CAPSULA DE CAFE"
"R$ 200,00","15/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","15/03/2024","Pago","FUTEBOL DE DOMINGO"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","15/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","15/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 4,50","15/04/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","15/04/2024","Pago","CAPSULA DE CAFE"
"R$ 48,75","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 150,00","15/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","15/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 199,50","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","15/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","15/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","15/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","15/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","15/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","15/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","15/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 48,75","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 100,00","15/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","15/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 125,00","15/05/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","15/05/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","15/05/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 200,00","15/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","15/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","15/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 310,00","15/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","15/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","15/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","15/05/2024","Pago","MULTA RESCISÃO DE CONTRATO"
"R$ 350,00","15/05/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","15/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","15/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","15/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","15/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","15/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 325,00","15/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","15/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","15/07/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","15/07/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 42,75","16/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","16/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","16/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","16/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 199,50","16/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","16/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","16/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","16/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","16/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","16/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 42,75","16/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 87,50","16/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 180,00","16/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","16/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","16/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","16/02/2024","Pago","FUTEBOL DE DOMINGO"
"R$ 200,00","16/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","16/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","16/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","16/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","16/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","16/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","16/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","16/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 4,50","16/04/2024","Pago","CAPSULA DE CAFE"
"R$ 48,75","16/04/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 48,75","16/04/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 200,00","16/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","16/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","16/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","16/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","16/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","16/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","16/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","16/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","16/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","16/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","16/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","16/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","16/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","16/04/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 48,75","16/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 150,00","16/05/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 230,00","16/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","16/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","16/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","16/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","16/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","16/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","16/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","16/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 42,75","17/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 87,50","17/01/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","17/01/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 126,00","17/01/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 180,00","17/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","17/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","17/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","17/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","17/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 230,00","17/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","17/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","17/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","17/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 48,75","17/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 100,00","17/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","17/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 140,00","17/05/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 140,00","17/05/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 260,00","17/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","17/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","17/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","17/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 125,00","17/06/2024","Pago","DIFERENÇA DE MENSALIDADE"
"R$ 150,00","17/06/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","17/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","17/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","17/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","17/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","17/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","17/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","17/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","17/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","17/06/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","17/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","17/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 199,50","17/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","17/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","17/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","17/07/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","17/07/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 180,00","18/01/2023","Pago","Importacao"
"R$ 180,00","18/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","18/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","18/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","18/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","18/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","18/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","18/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","18/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 228,00","18/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 4,50","18/03/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","18/03/2024","Pago","CAPSULA DE CAFÉ"
"R$ 4,50","18/03/2024","Pago","CAPSULA DE CAFE"
"R$ 48,75","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","18/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 126,00","18/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 126,00","18/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 144,00","18/03/2024","Pago","MENSALIDADE INDIVIDUAL E2"
"R$ 144,00","18/03/2024","Pago","MENSALIDADE INDIVIDUAL E2"
"R$ 160,00","18/03/2024","Pago","MENSALIDADE INDIVIDUAL E2"
"R$ 200,00","18/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","18/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","18/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","18/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","18/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","18/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 325,00","18/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","18/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","18/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","18/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","18/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 4,50","18/04/2024","Pago","CAPSULA DE CAFE"
"R$ 4,50","18/04/2024","Pago","CAPSULA DE CAFE"
